# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendAtEnd
# Parameters: (size = 1)

# Run progress: 0,00% complete, ETA 23:36:40
# Fork: 1 of 5
# Warmup Iteration   1: 0,016 us/op
# Warmup Iteration   2: 0,016 us/op
# Warmup Iteration   3: 0,016 us/op
# Warmup Iteration   4: 0,016 us/op
# Warmup Iteration   5: 0,016 us/op
# Warmup Iteration   1: 393,987 us/op
# Warmup Iteration   2: 384,852 us/op
# Warmup Iteration   3: 384,627 us/op
# Warmup Iteration   4: 384,846 us/op
# Warmup Iteration   5: 390,021 us/op
Iteration   1: 384,600 us/op
Iteration   2: 385,321 us/op
Iteration   3: 385,393 us/op
Iteration   4: 385,823 us/op
Iteration   5: 385,134 us/op

# Run progress: 20,35% complete, ETA 18:52:59
# Fork: 4 of 5
# Warmup Iteration   1: 391,046 us/op
# Warmup Iteration   2: 380,238 us/op
# Warmup Iteration   3: 380,770 us/op
# Warmup Iteration   4: 380,348 us/op
# Warmup Iteration   5: 384,864 us/op
Iteration   1: 383,290 us/op
Iteration   2: 383,795 us/op
Iteration   3: 383,382 us/op
Iteration   4: 382,675 us/op
Iteration   5: 383,459 us/op

# Run progress: 20,47% complete, ETA 18:51:19
# Fork: 5 of 5
# Warmup Iteration   1: 388,957 us/op
# Warmup Iteration   2: 379,162 us/op
# Warmup Iteration   3: 379,837 us/op
# Warmup Iteration   4: 380,292 us/op
# Warmup Iteration   5: 385,887 us/op
Iteration   1: 381,989 us/op
Iteration   2: 381,990 us/op
Iteration   3: 382,042 us/op
Iteration   4: 382,025 us/op
Iteration   5: 381,536 us/op


Result "de.codecentric.fpl.list.Consume.consumeFromStart":
  383,739 ±(99.9%) 1,536 us/op [Average]
  (min, avg, max) = (381,084, 383,739, 387,204), stdev = 2,050
  CI (99.9%): [382,203, 385,274] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllByIterator
# Parameters: (size = 1)

# Run progress: 20,59% complete, ETA 18:49:38
# Fork: 1 of 5
# Warmup Iteration   1: 0,003 us/op
# Warmup Iteration   2: 0,003 us/op
# Warmup Iteration   3: 0,003 us/op
# Warmup Iteration   4: 0,003 us/op
# Warmup Iteration   5: 0,003 us/op
Iteration   1: 0,003 us/op
Iteration   2: 0,003 us/op
Iteration   3: 0,003 us/op
Iteration   4: 0,003 us/op
Iteration   5: 0,003 us/op

# Run progress: 20,71% complete, ETA 18:47:58
# Fork: 2 of 5
# Warmup Iteration   1: 0,003 us/op
# Warmup Iteration   2: 0,003 us/op
# Warmup Iteration   3: 0,003 us/op
# Warmup Iteration   4: 0,003 us/op
# Warmup Iteration   5: 0,003 us/op
Iteration   1: 0,003 us/op
Iteration   2: 0,003 us/op
Iteration   3: 0,003 us/op
Iteration   4: 0,003 us/op
Iteration   5: 0,003 us/op

# Run progress: 20,82% complete, ETA 18:46:17
# Fork: 3 of 5
# Warmup Iteration   1: 0,003 us/op
# Warmup Iteration   2: 0,003 us/op
# Warmup Iteration   3: 0,003 us/op
# Warmup Iteration   4: 0,003 us/op
# Warmup Iteration   5: 0,003 us/op
Iteration   1: 0,003 us/op
Iteration   2: 0,003 us/op
Iteration   3: 0,003 us/op
Iteration   4: 0,003 us/op
Iteration   5: 0,003 us/op

# Run progress: 20,94% complete, ETA 18:44:37
# Fork: 4 of 5
# Warmup Iteration   1: 0,003 us/op
# Warmup Iteration   2: 0,003 us/op
# Warmup Iteration   3: 0,003 us/op
# Warmup Iteration   4: 0,003 us/op
# Warmup Iteration   5: 0,003 us/op
Iteration   1: 0,003 us/op
Iteration   2: 0,003 us/op
Iteration   3: 0,003 us/op
Iteration   4: 0,003 us/op
Iteration   5: 0,003 us/op

# Run progress: 21,06% complete, ETA 18:42:56
# Fork: 5 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,003 us/op
# Warmup Iteration   3: 0,003 us/op
# Warmup Iteration   4: 0,003 us/op
# Warmup Iteration   5: 0,003 us/op
Iteration   1: 0,003 us/op
Iteration   2: 0,003 us/op
Iteration   3: 0,003 us/op
Iteration   4: 0,003 us/op
Iteration   5: 0,003 us/op


Result "de.codecentric.fpl.list.Consume.getAllByIterator":
  0,003 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,003, 0,003, 0,003), stdev = 0,001
  CI (99.9%): [0,003, 0,003] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllByIterator
# Parameters: (size = 10)

# Run progress: 21,18% complete, ETA 18:41:15
# Fork: 1 of 5
# Warmup Iteration   1: 0,035 us/op
# Warmup Iteration   2: 0,036 us/op
# Warmup Iteration   3: 0,035 us/op
# Warmup Iteration   4: 0,035 us/op
# Warmup Iteration   5: 0,035 us/op
Iteration   1: 0,035 us/op
Iteration   2: 0,036 us/op
Iteration   3: 0,036 us/op
Iteration   4: 0,036 us/op
Iteration   5: 0,035 us/op

# Run progress: 21,29% complete, ETA 18:39:35
# Fork: 2 of 5
# Warmup Iteration   1: 0,036 us/op
# Warmup Iteration   2: 0,040 us/op
# Warmup Iteration   3: 0,035 us/op
# Warmup Iteration   4: 0,035 us/op
# Warmup Iteration   5: 0,035 us/op
Iteration   1: 0,035 us/op
Iteration   2: 0,035 us/op
Iteration   3: 0,035 us/op
Iteration   4: 0,035 us/op
Iteration   5: 0,035 us/op

# Run progress: 21,41% complete, ETA 18:37:54
# Fork: 3 of 5
# Warmup Iteration   1: 0,035 us/op
# Warmup Iteration   2: 0,036 us/op
# Warmup Iteration   3: 0,035 us/op
# Warmup Iteration   4: 0,035 us/op
# Warmup Iteration   5: 0,035 us/op
Iteration   1: 0,035 us/op
Iteration   2: 0,035 us/op
Iteration   3: 0,035 us/op
Iteration   4: 0,035 us/op
Iteration   5: 0,035 us/op

# Run progress: 21,53% complete, ETA 18:36:14
# Fork: 4 of 5
# Warmup Iteration   1: 0,041 us/op
# Warmup Iteration   2: 0,036 us/op
# Warmup Iteration   3: 0,036 us/op
# Warmup Iteration   4: 0,036 us/op
# Warmup Iteration   5: 0,036 us/op
Iteration   1: 0,036 us/op
Iteration   2: 0,036 us/op
Iteration   3: 0,036 us/op
Iteration   4: 0,035 us/op
Iteration   5: 0,036 us/op

# Run progress: 21,65% complete, ETA 18:34:33
# Fork: 5 of 5
# Warmup Iteration   1: 0,035 us/op
# Warmup Iteration   2: 0,036 us/op
# Warmup Iteration   3: 0,036 us/op
# Warmup Iteration   4: 0,035 us/op
# Warmup Iteration   5: 0,035 us/op
Iteration   1: 0,035 us/op
Iteration   2: 0,035 us/op
Iteration   3: 0,035 us/op
Iteration   4: 0,035 us/op
Iteration   5: 0,035 us/op


Result "de.codecentric.fpl.list.Consume.getAllByIterator":
  0,035 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,035, 0,035, 0,036), stdev = 0,001
  CI (99.9%): [0,035, 0,036] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllByIterator
# Parameters: (size = 100)

# Run progress: 21,76% complete, ETA 18:32:53
# Fork: 1 of 5
# Warmup Iteration   1: 0,376 us/op
# Warmup Iteration   2: 0,386 us/op
# Warmup Iteration   3: 0,383 us/op
# Warmup Iteration   4: 0,384 us/op
# Warmup Iteration   5: 0,388 us/op
Iteration   1: 0,384 us/op
Iteration   2: 0,382 us/op
Iteration   3: 0,382 us/op
Iteration   4: 0,389 us/op
Iteration   5: 0,390 us/op

# Run progress: 21,88% complete, ETA 18:31:12
# Fork: 2 of 5
# Warmup Iteration   1: 0,373 us/op
# Warmup Iteration   2: 0,382 us/op
# Warmup Iteration   3: 0,380 us/op
# Warmup Iteration   4: 0,382 us/op
# Warmup Iteration   5: 0,378 us/op
Iteration   1: 0,382 us/op
Iteration   2: 0,381 us/op
Iteration   3: 0,381 us/op
Iteration   4: 0,382 us/op
Iteration   5: 0,380 us/op

# Run progress: 22,00% complete, ETA 18:29:32
# Fork: 3 of 5
# Warmup Iteration   1: 0,375 us/op
# Warmup Iteration   2: 0,389 us/op
# Warmup Iteration   3: 0,378 us/op
# Warmup Iteration   4: 0,382 us/op
# Warmup Iteration   5: 0,375 us/op
Iteration   1: 0,380 us/op
Iteration   2: 0,387 us/op
Iteration   3: 0,381 us/op
Iteration   4: 0,376 us/op
Iteration   5: 0,388 us/op

# Run progress: 22,12% complete, ETA 18:27:51
# Fork: 4 of 5
# Warmup Iteration   1: 0,379 us/op
# Warmup Iteration   2: 0,386 us/op
# Warmup Iteration   3: 0,361 us/op
# Warmup Iteration   4: 0,360 us/op
# Warmup Iteration   5: 0,367 us/op
Iteration   1: 0,363 us/op
Iteration   2: 0,365 us/op
Iteration   3: 0,365 us/op
Iteration   4: 0,373 us/op
Iteration   5: 0,366 us/op

# Run progress: 22,24% complete, ETA 18:26:11
# Fork: 5 of 5
# Warmup Iteration   1: 0,374 us/op
# Warmup Iteration   2: 0,382 us/op
# Warmup Iteration   3: 0,367 us/op
# Warmup Iteration   4: 0,368 us/op
# Warmup Iteration   5: 0,369 us/op
Iteration   1: 0,369 us/op
Iteration   2: 0,368 us/op
Iteration   3: 0,368 us/op
Iteration   4: 0,368 us/op
Iteration   5: 0,368 us/op


Result "de.codecentric.fpl.list.Consume.getAllByIterator":
  0,377 ±(99.9%) 0,006 us/op [Average]
  (min, avg, max) = (0,363, 0,377, 0,390), stdev = 0,009
  CI (99.9%): [0,370, 0,383] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllByIterator
# Parameters: (size = 1000)

# Run progress: 22,35% complete, ETA 18:24:30
# Fork: 1 of 5
# Warmup Iteration   1: 3,499 us/op
# Warmup Iteration   2: 3,491 us/op
# Warmup Iteration   3: 3,449 us/op
# Warmup Iteration   4: 3,543 us/op
# Warmup Iteration   5: 3,498 us/op
Iteration   1: 3,444 us/op
Iteration   2: 3,469 us/op
Iteration   3: 3,491 us/op
Iteration   4: 3,414 us/op
Iteration   5: 3,484 us/op

# Run progress: 22,47% complete, ETA 18:22:50
# Fork: 2 of 5
# Warmup Iteration   1: 3,458 us/op
# Warmup Iteration   2: 3,572 us/op
# Warmup Iteration   3: 3,414 us/op
# Warmup Iteration   4: 3,435 us/op
# Warmup Iteration   5: 3,472 us/op
Iteration   1: 3,453 us/op
Iteration   2: 3,451 us/op
Iteration   3: 3,458 us/op
Iteration   4: 3,469 us/op
Iteration   5: 3,501 us/op

# Run progress: 22,59% complete, ETA 18:21:09
# Fork: 3 of 5
# Warmup Iteration   1: 3,527 us/op
# Warmup Iteration   2: 3,490 us/op
# Warmup Iteration   3: 3,469 us/op
# Warmup Iteration   4: 3,485 us/op
# Warmup Iteration   5: 3,484 us/op
Iteration   1: 3,425 us/op
Iteration   2: 3,457 us/op
Iteration   3: 3,521 us/op
Iteration   4: 3,538 us/op
Iteration   5: 3,424 us/op

# Run progress: 22,71% complete, ETA 18:19:28
# Fork: 4 of 5
# Warmup Iteration   1: 3,501 us/op
# Warmup Iteration   2: 3,558 us/op
# Warmup Iteration   3: 3,429 us/op
# Warmup Iteration   4: 3,439 us/op
# Warmup Iteration   5: 3,416 us/op
Iteration   1: 3,413 us/op
Iteration   2: 3,467 us/op
Iteration   3: 3,539 us/op
Iteration   4: 3,441 us/op
Iteration   5: 3,437 us/op

# Run progress: 22,82% complete, ETA 18:17:48
# Fork: 5 of 5
# Warmup Iteration   1: 3,458 us/op
# Warmup Iteration   2: 3,549 us/op
# Warmup Iteration   3: 3,395 us/op
# Warmup Iteration   4: 3,498 us/op
# Warmup Iteration   5: 3,453 us/op
Iteration   1: 3,528 us/op
Iteration   2: 3,460 us/op
Iteration   3: 3,495 us/op
Iteration   4: 3,469 us/op
Iteration   5: 3,460 us/op


Result "de.codecentric.fpl.list.Consume.getAllByIterator":
  3,468 ±(99.9%) 0,027 us/op [Average]
  (min, avg, max) = (3,413, 3,468, 3,539), stdev = 0,036
  CI (99.9%): [3,441, 3,496] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllByIterator
# Parameters: (size = 10000)

# Run progress: 22,94% complete, ETA 18:16:07
# Fork: 1 of 5
# Warmup Iteration   1: 34,107 us/op
# Warmup Iteration   2: 35,545 us/op
# Warmup Iteration   3: 37,342 us/op
# Warmup Iteration   4: 38,065 us/op
# Warmup Iteration   5: 38,498 us/op
Iteration   1: 38,215 us/op
Iteration   2: 37,538 us/op
Iteration   3: 38,557 us/op
Iteration   4: 37,612 us/op
Iteration   5: 37,777 us/op

# Run progress: 23,06% complete, ETA 18:14:27
# Fork: 2 of 5
# Warmup Iteration   1: 34,493 us/op
# Warmup Iteration   2: 35,606 us/op
# Warmup Iteration   3: 38,031 us/op
# Warmup Iteration   4: 38,055 us/op
# Warmup Iteration   5: 37,995 us/op
Iteration   1: 38,190 us/op
Iteration   2: 38,146 us/op
Iteration   3: 37,973 us/op
Iteration   4: 38,355 us/op
Iteration   5: 37,967 us/op

# Run progress: 23,18% complete, ETA 18:12:46
# Fork: 3 of 5
# Warmup Iteration   1: 34,783 us/op
# Warmup Iteration   2: 35,347 us/op
# Warmup Iteration   3: 37,857 us/op
# Warmup Iteration   4: 37,773 us/op
# Warmup Iteration   5: 37,810 us/op
Iteration   1: 37,903 us/op
Iteration   2: 37,971 us/op
Iteration   3: 38,904 us/op
Iteration   4: 38,002 us/op
Iteration   5: 37,473 us/op

# Run progress: 23,29% complete, ETA 18:11:06
# Fork: 4 of 5
# Warmup Iteration   1: 35,188 us/op
# Warmup Iteration   2: 35,223 us/op
# Warmup Iteration   3: 39,194 us/op
# Warmup Iteration   4: 37,804 us/op
# Warmup Iteration   5: 39,138 us/op
Iteration   1: 37,050 us/op
Iteration   2: 38,199 us/op
Iteration   3: 37,322 us/op
Iteration   4: 38,058 us/op
Iteration   5: 37,240 us/op

# Run progress: 23,41% complete, ETA 18:09:25
# Fork: 5 of 5
# Warmup Iteration   1: 36,153 us/op
# Warmup Iteration   2: 36,235 us/op
# Warmup Iteration   3: 39,142 us/op
# Warmup Iteration   4: 38,447 us/op
# Warmup Iteration   5: 37,667 us/op
Iteration   1: 38,695 us/op
Iteration   2: 37,725 us/op
Iteration   3: 38,790 us/op
Iteration   4: 37,845 us/op
Iteration   5: 37,532 us/op


Result "de.codecentric.fpl.list.Consume.getAllByIterator":
  37,962 ±(99.9%) 0,356 us/op [Average]
  (min, avg, max) = (37,050, 37,962, 38,904), stdev = 0,476
  CI (99.9%): [37,605, 38,318] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllRandomly
# Parameters: (size = 1)

# Run progress: 23,53% complete, ETA 18:07:45
# Fork: 1 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 23,65% complete, ETA 18:06:04
# Fork: 2 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 23,76% complete, ETA 18:04:24
# Fork: 3 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 23,88% complete, ETA 18:02:43
# Fork: 4 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 24,00% complete, ETA 18:01:03
# Fork: 5 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op


Result "de.codecentric.fpl.list.Consume.getAllRandomly":
  0,004 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,004, 0,004, 0,004), stdev = 0,001
  CI (99.9%): [0,004, 0,004] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllRandomly
# Parameters: (size = 10)

# Run progress: 24,12% complete, ETA 17:59:22
# Fork: 1 of 5
# Warmup Iteration   1: 0,033 us/op
# Warmup Iteration   2: 0,037 us/op
# Warmup Iteration   3: 0,039 us/op
# Warmup Iteration   4: 0,040 us/op
# Warmup Iteration   5: 0,040 us/op
Iteration   1: 0,040 us/op
Iteration   2: 0,040 us/op
Iteration   3: 0,039 us/op
Iteration   4: 0,039 us/op
Iteration   5: 0,040 us/op

# Run progress: 24,24% complete, ETA 17:57:42
# Fork: 2 of 5
# Warmup Iteration   1: 0,033 us/op
# Warmup Iteration   2: 0,036 us/op
# Warmup Iteration   3: 0,040 us/op
# Warmup Iteration   4: 0,039 us/op
# Warmup Iteration   5: 0,040 us/op
Iteration   1: 0,040 us/op
Iteration   2: 0,040 us/op
Iteration   3: 0,040 us/op
Iteration   4: 0,040 us/op
Iteration   5: 0,040 us/op

# Run progress: 24,35% complete, ETA 17:56:01
# Fork: 3 of 5
# Warmup Iteration   1: 0,034 us/op
# Warmup Iteration   2: 0,037 us/op
# Warmup Iteration   3: 0,039 us/op
# Warmup Iteration   4: 0,038 us/op
# Warmup Iteration   5: 0,039 us/op
Iteration   1: 0,039 us/op
Iteration   2: 0,039 us/op
Iteration   3: 0,039 us/op
Iteration   4: 0,039 us/op
Iteration   5: 0,040 us/op

# Run progress: 24,47% complete, ETA 17:54:21
# Fork: 4 of 5
# Warmup Iteration   1: 0,033 us/op
# Warmup Iteration   2: 0,036 us/op
# Warmup Iteration   3: 0,038 us/op
# Warmup Iteration   4: 0,039 us/op
# Warmup Iteration   5: 0,039 us/op
Iteration   1: 0,039 us/op
Iteration   2: 0,039 us/op
Iteration   3: 0,038 us/op
Iteration   4: 0,039 us/op
Iteration   5: 0,040 us/op

# Run progress: 24,59% complete, ETA 17:52:40
# Fork: 5 of 5
# Warmup Iteration   1: 0,033 us/op
# Warmup Iteration   2: 0,036 us/op
# Warmup Iteration   3: 0,039 us/op
# Warmup Iteration   4: 0,039 us/op
# Warmup Iteration   5: 0,039 us/op
Iteration   1: 0,039 us/op
Iteration   2: 0,039 us/op
Iteration   3: 0,038 us/op
Iteration   4: 0,039 us/op
Iteration   5: 0,039 us/op


Result "de.codecentric.fpl.list.Consume.getAllRandomly":
  0,039 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,038, 0,039, 0,040), stdev = 0,001
  CI (99.9%): [0,039, 0,040] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllRandomly
# Parameters: (size = 100)

# Run progress: 24,71% complete, ETA 17:51:00
# Fork: 1 of 5
# Warmup Iteration   1: 0,548 us/op
# Warmup Iteration   2: 0,618 us/op
# Warmup Iteration   3: 0,566 us/op
# Warmup Iteration   4: 0,579 us/op
# Warmup Iteration   5: 0,578 us/op
Iteration   1: 0,573 us/op
Iteration   2: 0,571 us/op
Iteration   3: 0,562 us/op
Iteration   4: 0,570 us/op
Iteration   5: 0,569 us/op

# Run progress: 24,82% complete, ETA 17:49:19
# Fork: 2 of 5
# Warmup Iteration   1: 0,522 us/op
# Warmup Iteration   2: 0,620 us/op
# Warmup Iteration   3: 0,554 us/op
# Warmup Iteration   4: 0,557 us/op
# Warmup Iteration   5: 0,537 us/op
Iteration   1: 0,544 us/op
Iteration   2: 0,535 us/op
Iteration   3: 0,551 us/op
Iteration   4: 0,548 us/op
Iteration   5: 0,546 us/op

# Run progress: 24,94% complete, ETA 17:47:39
# Fork: 3 of 5
# Warmup Iteration   1: 0,538 us/op
# Warmup Iteration   2: 0,520 us/op
# Warmup Iteration   3: 0,634 us/op
